pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,st_teff,sy_dist
Kepler-1343 b,Kepler-1343,Transit,2016.0,3.35183158,1.93,4.38,5759.0,1756.71
Kepler-1379 b,Kepler-1379,Transit,2016.0,0.881841146,1.3,2.24,5188.0,971.325
Kepler-1382 b,Kepler-1382,Transit,2016.0,16.3583055,1.88,4.19,6161.0,738.261
Kepler-1256 b,Kepler-1256,Transit,2016.0,12.4127754,1.49,2.83,6129.0,891.192
Kepler-1254 b,Kepler-1254,Transit,2016.0,9.99113313,1.55,3.02,4985.0,622.818
Kepler-1347 b,Kepler-1347,Transit,2016.0,14.00947528,1.03,1.08,5193.0,321.0
Kepler-1346 b,Kepler-1346,Transit,2016.0,3.40165668,1.58,3.12,6133.0,843.701
Kepler-1386 b,Kepler-1386,Transit,2016.0,6.73972381,1.24,2.07,5733.0,835.882
Kepler-1259 b,Kepler-1259,Transit,2016.0,0.663085258,1.43,2.63,5053.0,805.562
Kepler-1257 b,Kepler-1257,Transit,2016.0,2.668313762,1.52,2.92,5502.0,1105.95
Kepler-616 c,Kepler-616,Transit,2016.0,90.4113556,3.41,11.5,5753.0,945.775
Kepler-1300 b,Kepler-1300,Transit,2016.0,22.2419092,1.37,2.45,6130.0,777.025
Kepler-1350 b,Kepler-1350,Transit,2016.0,4.4968604,2.52,6.9,3827.0,340.691
Kepler-1351 b,Kepler-1351,Transit,2016.0,0.916140768,0.65,0.208,4439.0,202.782
Kepler-516 b,Kepler-516,Transit,2016.0,24.85462415,5.74,27.9,7099.0,687.094
Kepler-1217 b,Kepler-1217,Transit,2016.0,2.032325072,1.99,4.62,5905.0,1347.71
Kepler-1218 b,Kepler-1218,Transit,2016.0,22.9221266,1.44,2.67,5986.0,840.503
Kepler-1261 b,Kepler-1261,Transit,2016.0,48.4308991,2.26,5.73,5006.0,744.294
Kepler-1263 b,Kepler-1263,Transit,2016.0,4.55139967,1.14,1.55,5213.0,664.83
Kepler-1303 b,Kepler-1303,Transit,2016.0,7.56127224,1.42,2.6,5771.0,897.783
Kepler-1305 b,Kepler-1305,Transit,2016.0,13.5630972,1.88,4.19,5701.0,1575.23
Kepler-521 b,Kepler-521,Transit,2016.0,22.20813214,3.18,10.2,6406.0,830.638
Kepler-1219 b,Kepler-1219,Transit,2016.0,16.10467749,2.12,5.14,5944.0,880.895
Kepler-1220 b,Kepler-1220,Transit,2016.0,7.42693741,1.52,2.92,5842.0,961.907
Kepler-1264 b,Kepler-1264,Transit,2016.0,0.968526023,1.18,1.76,5791.0,801.993
Kepler-1265 b,Kepler-1265,Transit,2016.0,6.49441289,1.35,2.39,4630.0,583.641
Kepler-1223 b,Kepler-1223,Transit,2016.0,16.301259,1.22,1.98,4870.0,459.957
Kepler-1224 b,Kepler-1224,Transit,2016.0,13.32351601,1.33,2.33,6155.0,559.598
Kepler-1268 b,Kepler-1268,Transit,2016.0,40.9903986,2.03,4.78,5904.0,1840.77
Kepler-1266 b,Kepler-1266,Transit,2016.0,28.474748,2.58,7.18,5044.0,849.312
Kepler-1309 b,Kepler-1309,Transit,2016.0,28.8432647,2.37,6.21,5235.0,845.0
Kepler-517 b,Kepler-517,Transit,2016.0,60.92832271,2.67,7.61,5690.0,289.907
Kepler-1358 b,Kepler-1358,Transit,2016.0,7.06317341,1.12,1.46,5181.0,546.998
Kepler-1359 b,Kepler-1359,Transit,2016.0,59.4970952,2.83,8.4,4709.0,614.859
Kepler-1225 b,Kepler-1225,Transit,2016.0,7.01075434,1.82,3.97,6140.0,1347.52
Kepler-1270 b,Kepler-1270,Transit,2016.0,6.03356196,3.32,11.0,5047.0,1095.05
Kepler-1314 b,Kepler-1314,Transit,2016.0,5.424749281,5.11,22.9,4188.0,141.98685057
Kepler-1362 b,Kepler-1362,Transit,2016.0,136.205626,2.6,7.27,4857.0,731.298
Kepler-1363 b,Kepler-1363,Transit,2016.0,2.94194094,1.25,2.1,4839.0,541.714
Kepler-1227 b,Kepler-1227,Transit,2016.0,94.2887577,2.29,5.86,5747.0,623.706
Kepler-1228 b,Kepler-1228,Transit,2016.0,0.577369579,1.54,2.99,5063.0,515.453
Kepler-1316 b,Kepler-1316,Transit,2016.0,87.9732136,3.54,12.3,5884.0,800.871
Kepler-1318 b,Kepler-1318,Transit,2016.0,213.257663,3.11,9.85,4598.0,475.248
Kepler-1364 b,Kepler-1364,Transit,2016.0,13.32196237,2.15,5.27,6805.0,1056.9
Kepler-1366 b,Kepler-1366,Transit,2016.0,2.164570968,1.43,2.63,4070.0,465.826
Kepler-1231 b,Kepler-1231,Transit,2016.0,10.41725184,1.42,2.6,5778.0,987.237
Kepler-523 b,Kepler-523,Transit,2016.0,5.835983111,1.96,4.5,5515.0,253.295
Kepler-1274 b,Kepler-1274,Transit,2016.0,6.98152703,1.42,2.6,6179.0,614.648
Kepler-1367 b,Kepler-1367,Transit,2016.0,1.574090272,0.92,0.721,4106.0,401.484
Kepler-1235 b,Kepler-1235,Transit,2016.0,4.16055856,0.79,0.418,5541.0,540.604
Kepler-1424 b,Kepler-1424,Transit,2016.0,29.6091744,1.16,1.65,5838.0,661.421
Kepler-1426 b,Kepler-1426,Transit,2016.0,14.2563227,1.56,3.05,5831.0,1697.81
Kepler-556 b,Kepler-556,Transit,2016.0,11.72292176,2.24,5.65,5740.0,674.598
Kepler-1586 b,Kepler-1586,Transit,2016.0,15.6049212,1.52,2.92,6681.0,552.55
Kepler-770 d,Kepler-770,Transit,2016.0,4.15244722,1.4,2.54,5598.0,930.457
Kepler-783 b,Kepler-783,Transit,2016.0,4.29264638,0.78,0.399,5521.0,516.09
Kepler-1427 b,Kepler-1427,Transit,2016.0,0.968972376,1.1,1.37,5793.0,1220.0
Kepler-1428 b,Kepler-1428,Transit,2016.0,10.67607169,1.64,3.33,6184.0,1530.32
Kepler-541 b,Kepler-541,Transit,2016.0,5.08005848,3.36,11.2,6166.0,1060.68
Kepler-1165 b,Kepler-1165,Transit,2016.0,9.478522,1.55,3.02,6080.0,1575.2
Kepler-1553 b,Kepler-1553,Transit,2016.0,4.24261881,1.15,1.6,5288.0,692.594
Kepler-1588 b,Kepler-1588,Transit,2016.0,7.84931739,0.76,0.363,5817.0,924.141
Kepler-1589 b,Kepler-1589,Transit,2016.0,0.991665274,1.09,1.32,6166.0,1513.14
Kepler-1432 b,Kepler-1432,Transit,2016.0,23.9109011,2.22,5.56,6031.0,2171.87
Kepler-1556 b,Kepler-1556,Transit,2016.0,8.82713457,1.96,4.5,5608.0,944.54
Kepler-1590 b,Kepler-1590,Transit,2016.0,7.61760804,1.14,1.55,6053.0,771.152
Kepler-398 d,Kepler-398,Transit,2016.0,6.83437001,0.88,0.615,4557.0,177.355
Kepler-1321 c,Kepler-1321,Transit,2016.0,2.226491086,2.4,6.35,4094.0,769.146
Kepler-1433 b,Kepler-1433,Transit,2016.0,4.13592271,1.56,3.05,6097.0,1328.0
Kepler-1557 b,Kepler-1557,Transit,2016.0,3.74032496,1.53,2.96,6099.0,1380.16
Kepler-1178 b,Kepler-1178,Transit,2016.0,31.80634,1.07,1.24,4990.0,482.287
Kepler-1592 b,Kepler-1592,Transit,2016.0,3.05710069,1.54,2.99,6213.0,1639.47
Kepler-1365 c,Kepler-1365,Transit,2016.0,4.77468005,0.8,0.437,5770.0,840.128
Kepler-1370 c,Kepler-1370,Transit,2016.0,7.44142113,1.27,2.15,6202.0,1004.1
Kepler-1336 c,Kepler-1336,Transit,2016.0,5.77721211,1.71,3.57,5512.0,1126.64
Kepler-1558 b,Kepler-1558,Transit,2016.0,3.50470358,0.68,0.244,5101.0,325.737
Kepler-1594 b,Kepler-1594,Transit,2016.0,2.71603809,1.06,1.2,5946.0,976.868
Kepler-1595 b,Kepler-1595,Transit,2016.0,4.56380468,1.23,2.04,5203.0,845.022
Kepler-1388 c,Kepler-1388,Transit,2016.0,5.53608151,2.26,5.73,4098.0,453.795
Kepler-1439 b,Kepler-1439,Transit,2016.0,8.07392849,1.46,2.73,3578.0,225.393
Kepler-1438 b,Kepler-1438,Transit,2016.0,2.31942009,0.94,0.779,5530.0,1154.13
Kepler-1440 b,Kepler-1440,Transit,2016.0,39.859484,1.26,2.13,5698.0,1115.35
Kepler-576 b,Kepler-576,Transit,2016.0,29.91136794,3.27,10.7,5672.0,617.55
Kepler-1596 b,Kepler-1596,Transit,2016.0,66.373379,1.9,4.27,5706.0,2146.23
Kepler-577 b,Kepler-577,Transit,2016.0,25.69578251,2.55,7.04,4984.0,524.247
Kepler-1393 b,Kepler-1393,Transit,2016.0,2.44357812,0.8,0.437,5697.0,544.456
Kepler-1394 b,Kepler-1394,Transit,2016.0,3.93766373,1.39,2.51,6481.0,640.409
Kepler-1441 b,Kepler-1441,Transit,2016.0,39.4419839,1.31,2.27,5802.0,1110.48
Kepler-511 b,Kepler-511,Transit,2016.0,296.637865,6.35,33.1,5770.0,651.999
Kepler-1563 b,Kepler-1563,Transit,2016.0,3.43276598,0.75,0.347,5765.0,616.697
Kepler-1564 b,Kepler-1564,Transit,2016.0,18.0540381,1.47,2.76,5528.0,908.805
Kepler-1603 b,Kepler-1603,Transit,2016.0,2.27163926,1.29,2.21,6241.0,2712.58
Kepler-1395 b,Kepler-1395,Transit,2016.0,3.78470649,0.8,0.437,6138.0,492.894
Kepler-549 c,Kepler-549,Transit,2016.0,117.040498,2.93,8.91,5360.0,635.145
Kepler-1565 b,Kepler-1565,Transit,2016.0,1.538188437,1.19,1.81,4940.0,629.93
Kepler-1567 b,Kepler-1567,Transit,2016.0,153.979578,2.73,7.9,5655.0,1206.11
Kepler-1598 b,Kepler-1598,Transit,2016.0,4.34195123,0.95,0.809,5940.0,619.862
Kepler-1599 b,Kepler-1599,Transit,2016.0,122.363553,1.62,3.26,5767.0,1328.2
Kepler-1399 b,Kepler-1399,Transit,2016.0,1.638653058,1.25,2.1,5735.0,1385.7
Kepler-684 b,Kepler-684,Transit,2016.0,6.770302008,3.36,11.2,5493.0,1731.27
Kepler-605 c,Kepler-605,Transit,2016.0,2.358951515,0.86,0.566,5462.0,556.58
Kepler-1569 b,Kepler-1569,Transit,2016.0,5.79180156,1.68,3.46,6319.0,945.454
Kepler-687 b,Kepler-687,Transit,2016.0,20.50586978,3.52,12.2,4841.0,633.66
Kepler-1597 b,Kepler-1597,Transit,2016.0,2.94654179,1.06,1.2,6377.0,1221.05
Kepler-1402 b,Kepler-1402,Transit,2016.0,2.03387914,0.76,0.363,5416.0,1493.64
Kepler-610 c,Kepler-610,Transit,2016.0,151.86392,3.3,10.9,5943.0,845.824
Kepler-619 c,Kepler-619,Transit,2016.0,1.208465026,1.69,3.5,5980.0,900.678
Kepler-1571 b,Kepler-1571,Transit,2016.0,3.38555488,1.52,2.92,6297.0,675.303
Kepler-1389 b,Kepler-1389,Transit,2016.0,99.2530951,1.77,3.78,5078.0,497.093
Kepler-1405 b,Kepler-1405,Transit,2016.0,28.2274184,3.96,14.9,5925.0,1530.3
Kepler-1406 b,Kepler-1406,Transit,2016.0,11.62905828,1.1,1.37,5892.0,572.403
Kepler-625 c,Kepler-625,Transit,2016.0,4.1653651,1.05,1.16,5789.0,760.708
Kepler-217 d,Kepler-217,Transit,2016.0,3.88689525,1.32,2.3,6341.0,1104.64
Kepler-1573 b,Kepler-1573,Transit,2016.0,2.6157554,1.2,1.87,5808.0,1455.36
Kepler-1574 b,Kepler-1574,Transit,2016.0,6.9424334,1.29,2.21,5892.0,1384.16
Kepler-758 d,Kepler-758,Transit,2016.0,20.4966197,2.12,5.14,6228.0,1502.32
Kepler-533 b,Kepler-533,Transit,2016.0,28.51120525,3.38,11.4,4758.0,302.955
Kepler-1407 b,Kepler-1407,Transit,2016.0,20.0711504,2.25,5.69,6010.0,1396.41
Kepler-653 c,Kepler-653,Transit,2016.0,0.900376476,0.78,0.399,5665.0,595.634
Kepler-1541 b,Kepler-1541,Transit,2016.0,8.40691199,1.16,1.65,5282.0,416.692
Kepler-1245 c,Kepler-1245,Transit,2016.0,2.936584681,1.44,2.67,5306.0,805.936
Kepler-1050 c,Kepler-1050,Transit,2016.0,21.1284569,1.48,2.79,6010.0,490.488
Kepler-534 b,Kepler-534,Transit,2016.0,15.95994513,2.24,5.65,5884.0,570.659
Kepler-1412 b,Kepler-1412,Transit,2016.0,3.6146051,0.83,0.498,5880.0,755.678
Kepler-1413 b,Kepler-1413,Transit,2016.0,13.1829642,1.82,3.97,5196.0,1167.49
Kepler-1542 b,Kepler-1542,Transit,2016.0,3.95116882,0.76,0.363,5564.0,399.114
TOI-5301 b,TOI-5301,Transit,2024.0,5.858858,13.09208946,1182.32167404,6240.0,629.161
Kepler-536 b,Kepler-536,Transit,2016.0,1.827082299,3.1,9.8,5524.0,462.322
Kepler-1414 b,Kepler-1414,Transit,2016.0,3.51576315,1.23,2.04,4951.0,570.835
Kepler-1415 b,Kepler-1415,Transit,2016.0,0.63642408,1.29,2.21,5267.0,1043.56
Kepler-1545 b,Kepler-1545,Transit,2016.0,163.692349,2.7,7.75,5201.0,729.964
Kepler-1254 d,Kepler-1254,Transit,2016.0,5.72717226,1.31,2.27,4985.0,622.818
Kepler-555 b,Kepler-555,Transit,2016.0,16.21775407,2.83,8.4,5894.0,973.121
Kepler-245 e,Kepler-245,Transit,2016.0,3.219821056,1.75,1806.36,5174.0,861.527
Kepler-1417 b,Kepler-1417,Transit,2016.0,20.3505213,1.0,0.972,5839.0,991.845
Kepler-1418 b,Kepler-1418,Transit,2016.0,22.4764425,1.66,3.39,4770.0,499.0
Kepler-1548 b,Kepler-1548,Transit,2016.0,124.828679,2.64,7.46,5706.0,872.279
Kepler-1579 b,Kepler-1579,Transit,2016.0,0.849907889,0.84,0.52,4584.0,466.0
Kepler-903 c,Kepler-903,Transit,2016.0,62.9228557,2.53,6.94,5682.0,1369.24
Kepler-1419 b,Kepler-1419,Transit,2016.0,42.5215895,2.86,8.55,5796.0,1498.58
Kepler-1154 c,Kepler-1154,Transit,2016.0,8.45808312,2.36,6.17,6327.0,1460.1
Kepler-1583 b,Kepler-1583,Transit,2016.0,9.32807355,0.6,0.156,5645.0,403.933
Kepler-1582 b,Kepler-1582,Transit,2016.0,4.83817712,1.49,2.83,3208.0,78.8906
Kepler-1584 b,Kepler-1584,Transit,2016.0,13.3997099,1.61,3.22,6069.0,1416.31
Kepler-1469 b,Kepler-1469,Transit,2016.0,21.8635301,2.8,8.25,5507.0,1159.3
Kepler-633 b,Kepler-633,Transit,2016.0,8.50340718,1.63,3.29,5899.0,680.54
Kepler-1511 b,Kepler-1511,Transit,2016.0,23.2382792,1.68,3.46,6064.0,1475.6
Kepler-1525 b,Kepler-1525,Transit,2016.0,2.416601183,0.91,0.693,5748.0,382.989
Kepler-1617 b,Kepler-1617,Transit,2016.0,27.4785572,1.2,1.87,6167.0,898.31
Kepler-1470 b,Kepler-1470,Transit,2016.0,16.2950903,1.07,1.24,4961.0,590.601
Kepler-132 e,Kepler-132,Transit,2016.0,110.2869374,1.18,1.76,6023.0,349.549
Kepler-695 b,Kepler-695,Transit,2016.0,3.040330424,9.21,62.3,5181.0,842.947
Kepler-704 b,Kepler-704,Transit,2016.0,3.76182115,2.61,7.32,5616.0,1228.83
Kepler-1527 b,Kepler-1527,Transit,2016.0,160.129918,4.77,20.4,6224.0,1842.13
Kepler-1618 b,Kepler-1618,Transit,2016.0,6.10826019,1.26,2.13,6620.0,1229.25
Kepler-630 b,Kepler-630,Transit,2016.0,161.4743937,3.18,10.2,5829.0,839.784
Kepler-1472 b,Kepler-1472,Transit,2016.0,38.1312831,1.9,4.27,6159.0,1479.14
Kepler-622 b,Kepler-622,Transit,2016.0,14.28226676,2.13,5.18,4201.0,284.761
Kepler-967 c,Kepler-967,Transit,2016.0,198.7112502,3.65,12.9,5178.0,568.546
Kepler-154 e,Kepler-154,Transit,2016.0,3.93276465,1.5,2.86,5769.0,915.212
Kepler-1529 b,Kepler-1529,Transit,2016.0,5.33905686,2.1,5.06,5048.0,661.014
Kepler-1090 b,Kepler-1090,Transit,2016.0,198.680179,2.25,5.69,5321.0,858.77
Kepler-1619 b,Kepler-1619,Transit,2016.0,23.6225913,0.76,0.363,5852.0,734.85
Kepler-1477 b,Kepler-1477,Transit,2016.0,11.55530021,1.18,1.76,5100.0,680.828
Kepler-598 b,Kepler-598,Transit,2016.0,3.70175428,1.5,2.86,5307.0,681.086
Kepler-1530 b,Kepler-1530,Transit,2016.0,2.5904434,1.64,3.33,5477.0,489.876
Kepler-1530 c,Kepler-1530,Transit,2016.0,5.3227406,1.65,3.36,5477.0,489.876
Kepler-692 b,Kepler-692,Transit,2016.0,21.81293494,3.11,9.85,5440.0,991.336
Kepler-1622 b,Kepler-1622,Transit,2016.0,10.8118737,1.47,2.76,6436.0,796.477
Kepler-1479 b,Kepler-1479,Transit,2016.0,14.53261362,1.83,4.01,5796.0,728.668
Kepler-1480 b,Kepler-1480,Transit,2016.0,22.12679948,1.67,3.43,5156.0,500.892
Kepler-969 c,Kepler-969,Transit,2016.0,1.682934604,0.99,0.937,5214.0,390.354
Kepler-990 c,Kepler-990,Transit,2016.0,0.538354308,1.53,2.96,5948.0,802.163
Kepler-1093 c,Kepler-1093,Transit,2016.0,89.722292,1.96,4.5,6166.0,1072.88
Kepler-1531 b,Kepler-1531,Transit,2016.0,1.138543376,1.11,1.41,6260.0,666.334
Kepler-631 b,Kepler-631,Transit,2016.0,17.97979059,2.9,8.75,6185.0,761.966
Kepler-1623 b,Kepler-1623,Transit,2016.0,4.36128348,1.31,2.27,5772.0,837.481
Kepler-1481 b,Kepler-1481,Transit,2016.0,5.94220998,1.23,2.04,4908.0,459.076
Kepler-1483 b,Kepler-1483,Transit,2016.0,9.5085156,1.52,2.92,6337.0,1273.78
Kepler-636 b,Kepler-636,Transit,2016.0,16.080661147,4.45,18.1,5203.0,310.301
Kepler-489 b,Kepler-489,Transit,2016.0,17.276296119,7.72,46.1,5014.0,369.645
Kepler-1016 c,Kepler-1016,Transit,2016.0,105.6551369,3.68,13.1,5821.0,1402.82
Kepler-705 b,Kepler-705,Transit,2016.0,56.0560538,2.11,5.1,3722.0,276.881
Kepler-1536 b,Kepler-1536,Transit,2016.0,364.758031,3.14,10.0,4434.0,387.248
Kepler-632 b,Kepler-632,Transit,2016.0,30.99660733,2.21,5.52,5322.0,349.0
Kepler-545 b,Kepler-545,Transit,2016.0,13.24934059,2.69,7.7,5882.0,818.001
Kepler-1486 b,Kepler-1486,Transit,2016.0,54.6495759,2.32,5.99,5965.0,1769.14
Kepler-342 e,Kepler-342,Transit,2016.0,1.644224613,0.88,0.615,6366.0,781.611
Kepler-582 b,Kepler-582,Transit,2016.0,18.49235668,3.68,13.1,5564.0,613.179
Kepler-1409 b,Kepler-1409,Transit,2016.0,0.764864926,1.04,1.12,5160.0,694.89
Kepler-1444 b,Kepler-1444,Transit,2016.0,33.42035034,2.18,5.39,5810.0,319.675
Kepler-581 b,Kepler-581,Transit,2016.0,40.6069821,2.63,7.41,5772.0,703.758
Kepler-1516 b,Kepler-1516,Transit,2016.0,7.25931979,1.75,3.71,5904.0,1358.95
Kepler-600 b,Kepler-600,Transit,2016.0,23.67517607,2.9,8.75,5279.0,619.723
Kepler-1537 b,Kepler-1537,Transit,2016.0,1.444453798,1.18,1.76,5079.0,517.292
Kepler-1447 b,Kepler-1447,Transit,2016.0,56.6747285,2.9,8.75,5722.0,890.296
Kepler-1488 b,Kepler-1488,Transit,2016.0,39.8189932,1.86,4.12,5820.0,905.825
WASP-156 b,WASP-156,Transit,2017.0,3.8361623,6.02802815,41.8,4987.0,122.066
Kepler-1538 b,Kepler-1538,Transit,2016.0,175.138819,2.82,8.35,5837.0,1125.3
Kepler-1448 b,Kepler-1448,Transit,2016.0,12.27065865,1.61,3.22,5774.0,768.903
Kepler-1493 b,Kepler-1493,Transit,2016.0,15.0217983,1.41,2.57,5863.0,555.051
Kepler-1519 b,Kepler-1519,Transit,2016.0,240.7989397,7.06,39.6,5644.0,1441.63
Kepler-688 b,Kepler-688,Transit,2016.0,3.895936844,9.76,68.7,5715.0,1357.75
Kepler-1450 b,Kepler-1450,Transit,2016.0,54.5094166,1.71,3.57,4524.0,505.829
Kepler-1494 b,Kepler-1494,Transit,2016.0,91.080482,3.07,9.64,5659.0,1285.48
Kepler-1495 b,Kepler-1495,Transit,2016.0,85.273256,2.94,8.96,5831.0,1355.54
Kepler-1520 b,Kepler-1520,Transit,2016.0,0.653553572,5.77,28.1,4677.0,607.917
Kepler-637 b,Kepler-637,Transit,2016.0,23.20584623,4.75,20.2,6096.0,786.091
Kepler-1607 b,Kepler-1607,Transit,2016.0,13.6473676,0.92,0.721,6116.0,1286.1
Kepler-1496 b,Kepler-1496,Transit,2016.0,64.6588017,2.22,5.56,6182.0,1307.66
Kepler-937 c,Kepler-937,Transit,2016.0,153.343364,2.67,7.61,6095.0,1571.46
Kepler-1065 c,Kepler-1065,Transit,2016.0,2.37030743,1.6,3.19,5635.0,1122.48
Kepler-1067 b,Kepler-1067,Transit,2016.0,0.762129261,0.8,0.437,5592.0,667.693
Kepler-578 b,Kepler-578,Transit,2016.0,1.616883696,2.0,4.66,5334.0,541.432
Kepler-689 b,Kepler-689,Transit,2016.0,22.36656079,2.89,8.7,5518.0,1131.73
Kepler-1460 b,Kepler-1460,Transit,2016.0,29.9633247,1.96,4.5,4422.0,553.218
Kepler-1498 b,Kepler-1498,Transit,2016.0,48.051405,1.33,2.33,5256.0,740.0
Kepler-1073 c,Kepler-1073,Transit,2016.0,4.02582254,1.64,3.33,5792.0,809.897
Kepler-701 b,Kepler-701,Transit,2016.0,10.35533177,2.84,8.45,5343.0,774.152
Kepler-1611 b,Kepler-1611,Transit,2016.0,5.1762429,0.81,0.457,5605.0,908.444
Kepler-624 b,Kepler-624,Transit,2016.0,14.58649607,2.31,5.95,6117.0,748.188
Kepler-1462 b,Kepler-1462,Transit,2016.0,65.6488341,3.82,14.0,5756.0,1017.82
Kepler-1500 b,Kepler-1500,Transit,2016.0,15.0330105,1.2,1.87,5845.0,1217.82
Kepler-1522 b,Kepler-1522,Transit,2016.0,1.847889171,1.73,3.64,5706.0,814.125
Kepler-625 b,Kepler-625,Transit,2016.0,7.75192492,1.99,4.62,5789.0,760.708
Kepler-1612 b,Kepler-1612,Transit,2016.0,3.91795101,1.03,1.08,5643.0,764.726
Kepler-1464 b,Kepler-1464,Transit,2016.0,31.7785901,1.66,3.39,5828.0,1151.73
Kepler-1464 c,Kepler-1464,Transit,2016.0,5.32786292,1.0,0.972,5828.0,1151.73
Kepler-1504 b,Kepler-1504,Transit,2016.0,82.304003,2.13,5.18,5393.0,2435.94
Kepler-1505 b,Kepler-1505,Transit,2016.0,30.8609366,0.93,0.749,5686.0,495.148
Kepler-1523 b,Kepler-1523,Transit,2016.0,0.93875077,1.58,3.12,5708.0,865.596
Kepler-1085 b,Kepler-1085,Transit,2016.0,219.3217528,7.22,41.2,6000.0,1364.53
Kepler-1613 b,Kepler-1613,Transit,2016.0,1.5184299,2.08,4.98,6005.0,1508.33
Kepler-1614 b,Kepler-1614,Transit,2016.0,3.9466141,1.49,2.83,5121.0,1191.19
Kepler-1468 b,Kepler-1468,Transit,2016.0,8.23984869,1.73,3.64,5893.0,1899.24
Kepler-1507 b,Kepler-1507,Transit,2016.0,16.0506213,0.84,0.52,5410.0,320.478
Kepler-1509 b,Kepler-1509,Transit,2016.0,25.4338197,1.85,4.08,5780.0,2002.96
Kepler-1086 c,Kepler-1086,Transit,2016.0,161.5163345,2.94,8.96,4350.0,466.084
Kepler-1524 b,Kepler-1524,Transit,2016.0,70.9674603,3.54,12.3,6179.0,381.773
Kepler-1616 b,Kepler-1616,Transit,2016.0,6.76284377,1.02,1.04,6266.0,1137.81
Kepler-1645 b,Kepler-1645,Transit,2016.0,16.1779561,1.78,3.82,5812.0,1202.47
Kepler-741 b,Kepler-741,Transit,2016.0,7.03902374,2.97,9.11,6129.0,1661.87
Kepler-564 b,Kepler-564,Transit,2016.0,3.750832285,4.63,19.4,5626.0,863.037
Kepler-594 b,Kepler-594,Transit,2016.0,13.64618192,2.18,5.39,5485.0,769.2
Kepler-154 d,Kepler-154,Transit,2016.0,20.54981883,3.84,14.1,5769.0,915.212
Kepler-642 b,Kepler-642,Transit,2016.0,4.41745855,2.9,8.75,6570.0,781.582
Kepler-643 b,Kepler-643,Transit,2016.0,16.33889626,10.16,321.0083,4908.0,1063.58
Kepler-726 b,Kepler-726,Transit,2016.0,21.80451088,3.26,10.7,5452.0,762.081
Kepler-1143 c,Kepler-1143,Transit,2016.0,210.630591,3.6,12.6,5053.0,555.189
Kepler-148 d,Kepler-148,Transit,2016.0,51.84688575,8.68,56.3,5172.0,791.163
Kepler-673 b,Kepler-673,Transit,2016.0,3.728731093,6.54,34.8,5355.0,918.21
Kepler-674 b,Kepler-674,Transit,2016.0,2.243381847,1.69,3.5,4192.0,342.254
Kepler-712 b,Kepler-712,Transit,2016.0,21.02247699,3.41,11.5,5148.0,872.493
Kepler-1628 b,Kepler-1628,Transit,2016.0,76.378033,6.43,33.8,3724.0,352.0
Kepler-1388 e,Kepler-1388,Transit,2016.0,37.6327084,2.46,6.62,4098.0,453.795
Kepler-655 b,Kepler-655,Transit,2016.0,46.4063358,2.71,7.8,6170.0,752.562
Kepler-565 b,Kepler-565,Transit,2016.0,4.243747226,3.64,12.9,5735.0,1041.0
Kepler-676 b,Kepler-676,Transit,2016.0,11.59822172,3.04,9.48,3701.0,295.196
Kepler-675 b,Kepler-675,Transit,2016.0,2.33743801,2.44,6.53,4945.0,665.68
Kepler-1630 b,Kepler-1630,Transit,2016.0,509.997402,2.19,5.43,4736.0,331.213
Kepler-1482 b,Kepler-1482,Transit,2016.0,12.25383217,1.01,1.01,5381.0,567.556
Kepler-587 b,Kepler-587,Transit,2016.0,10.94027841,2.23,5.6,5549.0,787.894
Kepler-657 b,Kepler-657,Transit,2016.0,24.54350418,3.52,12.2,5808.0,1691.88
Kepler-483 b,Kepler-483,Transit,2016.0,30.229104,3.21,10.4,6346.0,860.355
Kepler-572 b,Kepler-572,Transit,2016.0,17.20523483,2.58,7.18,5212.0,504.667
Kepler-714 b,Kepler-714,Transit,2016.0,8.098887986,9.67,67.6,5995.0,2083.37
Kepler-623 b,Kepler-623,Transit,2016.0,9.07097734,3.01,9.32,5443.0,737.702
Kepler-658 b,Kepler-658,Transit,2016.0,1.287076762,1.63,3.29,4103.0,388.384
Kepler-680 b,Kepler-680,Transit,2016.0,3.689926291,2.42,6.44,5890.0,1492.48
Kepler-1633 b,Kepler-1633,Transit,2016.0,186.404271,1.58,3.12,6256.0,1114.91
Kepler-605 b,Kepler-605,Transit,2016.0,3.383538066,1.44,2.67,5462.0,556.58
Kepler-727 b,Kepler-727,Transit,2016.0,5.154484417,2.53,6.94,5441.0,831.842
Kepler-1518 b,Kepler-1518,Transit,2016.0,5.11177904,3.05,9.53,6846.0,903.51
Kepler-588 b,Kepler-588,Transit,2016.0,4.221625357,2.63,7.41,5835.0,1209.4
Kepler-589 b,Kepler-589,Transit,2016.0,16.54964934,2.27,5.77,5296.0,612.803
Kepler-573 b,Kepler-573,Transit,2016.0,22.18329658,2.79,8.2,5746.0,771.471
Kepler-596 b,Kepler-596,Transit,2016.0,21.30022655,3.46,11.8,6267.0,1023.85
Kepler-715 b,Kepler-715,Transit,2016.0,10.00652995,3.75,13.5,5871.0,1327.44
Kepler-716 b,Kepler-716,Transit,2016.0,10.37168453,2.9,8.75,5099.0,635.009
Kepler-1185 b,Kepler-1185,Transit,2016.0,104.3518976,1.33,2.33,5622.0,459.273
Kepler-660 b,Kepler-660,Transit,2016.0,9.27358194,2.57,7.13,4779.0,568.431
